교통수단별,기준연월,목적,성별,연령,인원수
제주공항,2023-09-30,관광,남성,51~60세,1992
제주항,2023-09-30,관광,남성,51~60세,263
기타공항,2023-09-30,기타,남성,51~60세,78
기타항구,2023-09-30,기타,남성,51~60세,46
김포,2023-09-30,기타,남성,51~60세,325
김해,2023-09-30,기타,남성,51~60세,259
부산,2023-09-30,기타,남성,51~60세,13
인천,2023-09-30,기타,남성,51~60세,13
인천공항,2023-09-30,기타,남성,51~60세,6382
제주공항,2023-09-30,기타,남성,51~60세,47
기타공항,2023-09-30,상용,남성,51~60세,15
기타항구,2023-09-30,상용,남성,51~60세,9
김포,2023-09-30,상용,남성,51~60세,210
김해,2023-09-30,상용,남성,51~60세,116
부산,2023-09-30,상용,남성,51~60세,3
인천,2023-09-30,상용,남성,51~60세,2
인천공항,2023-09-30,상용,남성,51~60세,999
제주공항,2023-09-30,상용,남성,51~60세,24
김포,2023-09-30,유학연수,남성,51~60세,2
김해,2023-09-30,유학연수,남성,51~60세,2
인천공항,2023-09-30,유학연수,남성,51~60세,11
기타공항,2023-09-30,공용,남성,61세이상,7
기타항구,2023-09-30,공용,남성,61세이상,1
김포,2023-09-30,공용,남성,61세이상,12
김해,2023-09-30,공용,남성,61세이상,21
인천공항,2023-09-30,공용,남성,61세이상,222
기타공항,2023-09-30,관광,남성,61세이상,645
기타항구,2023-09-30,관광,남성,61세이상,2180
김포,2023-09-30,관광,남성,61세이상,3609
김해,2023-09-30,관광,남성,61세이상,4403
부산,2023-09-30,관광,남성,61세이상,5002
인천,2023-09-30,관광,남성,61세이상,1150
인천공항,2023-09-30,관광,남성,61세이상,26599
제주공항,2023-09-30,관광,남성,61세이상,1754
제주항,2023-09-30,관광,남성,61세이상,915
기타공항,2023-09-30,기타,남성,61세이상,96
기타항구,2023-09-30,기타,남성,61세이상,49
김포,2023-09-30,기타,남성,61세이상,222
김해,2023-09-30,기타,남성,61세이상,278
부산,2023-09-30,기타,남성,61세이상,23
인천,2023-09-30,기타,남성,61세이상,23
인천공항,2023-09-30,기타,남성,61세이상,6542
제주공항,2023-09-30,기타,남성,61세이상,54
기타공항,2023-09-30,상용,남성,61세이상,5
기타항구,2023-09-30,상용,남성,61세이상,3
김포,2023-09-30,상용,남성,61세이상,33
김해,2023-09-30,상용,남성,61세이상,43
부산,2023-09-30,상용,남성,61세이상,1
인천공항,2023-09-30,상용,남성,61세이상,248
제주공항,2023-09-30,상용,남성,61세이상,14
김포,2023-09-30,유학연수,남성,61세이상,2
인천공항,2023-09-30,유학연수,남성,61세이상,1
기타공항,2023-09-30,공용,여성,20세 이하,23
김포,2023-09-30,공용,여성,20세 이하,2
김해,2023-09-30,공용,여성,20세 이하,2
부산,2023-09-30,공용,여성,20세 이하,1
인천공항,2023-09-30,공용,여성,20세 이하,196
기타공항,2023-09-30,관광,여성,20세 이하,594
기타항구,2023-09-30,관광,여성,20세 이하,157
김포,2023-09-30,관광,여성,20세 이하,3974
김해,2023-09-30,관광,여성,20세 이하,2757
부산,2023-09-30,관광,여성,20세 이하,551
인천,2023-09-30,관광,여성,20세 이하,67
인천공항,2023-09-30,관광,여성,20세 이하,36568
제주공항,2023-09-30,관광,여성,20세 이하,2856
제주항,2023-09-30,관광,여성,20세 이하,189
기타공항,2023-09-30,기타,여성,20세 이하,3
기타항구,2023-09-30,기타,여성,20세 이하,35
김포,2023-09-30,기타,여성,20세 이하,59
김해,2023-09-30,기타,여성,20세 이하,68
부산,2023-09-30,기타,여성,20세 이하,4
인천공항,2023-09-30,기타,여성,20세 이하,931
제주공항,2023-09-30,기타,여성,20세 이하,12
인천공항,2023-09-30,상용,여성,20세 이하,1
기타공항,2023-09-30,유학연수,여성,20세 이하,53
기타항구,2023-09-30,유학연수,여성,20세 이하,3
김포,2023-09-30,유학연수,여성,20세 이하,221
김해,2023-09-30,유학연수,여성,20세 이하,453
인천,2023-09-30,유학연수,여성,20세 이하,1
인천공항,2023-09-30,유학연수,여성,20세 이하,3685
제주공항,2023-09-30,유학연수,여성,20세 이하,7
기타공항,2023-09-30,공용,여성,21~30세,10
기타항구,2023-09-30,공용,여성,21~30세,0
김포,2023-09-30,공용,여성,21~30세,10
김해,2023-09-30,공용,여성,21~30세,15
부산,2023-09-30,공용,여성,21~30세,1
인천공항,2023-09-30,공용,여성,21~30세,276
기타공항,2023-09-30,관광,여성,21~30세,1616
기타항구,2023-09-30,관광,여성,21~30세,214
김포,2023-09-30,관광,여성,21~30세,14207
김해,2023-09-30,관광,여성,21~30세,9395
부산,2023-09-30,관광,여성,21~30세,1048
인천,2023-09-30,관광,여성,21~30세,175
인천공항,2023-09-30,관광,여성,21~30세,139337
제주공항,2023-09-30,관광,여성,21~30세,20145
제주항,2023-09-30,관광,여성,21~30세,173
기타공항,2023-09-30,기타,여성,21~30세,34
기타항구,2023-09-30,기타,여성,21~30세,20
김포,2023-09-30,기타,여성,21~30세,297
김해,2023-09-30,기타,여성,21~30세,277
부산,2023-09-30,기타,여성,21~30세,3
인천공항,2023-09-30,기타,여성,21~30세,4985
제주공항,2023-09-30,기타,여성,21~30세,66
기타공항,2023-09-30,상용,여성,21~30세,1
김포,2023-09-30,상용,여성,21~30세,21
김해,2023-09-30,상용,여성,21~30세,10
인천공항,2023-09-30,상용,여성,21~30세,262
제주공항,2023-09-30,상용,여성,21~30세,3
기타공항,2023-09-30,유학연수,여성,21~30세,135
기타항구,2023-09-30,유학연수,여성,21~30세,7
김포,2023-09-30,유학연수,여성,21~30세,896
김해,2023-09-30,유학연수,여성,21~30세,755
부산,2023-09-30,유학연수,여성,21~30세,4
인천,2023-09-30,유학연수,여성,21~30세,1
인천공항,2023-09-30,유학연수,여성,21~30세,11845
제주공항,2023-09-30,유학연수,여성,21~30세,42
기타공항,2023-09-30,공용,여성,31~40세,18
기타항구,2023-09-30,공용,여성,31~40세,1
김포,2023-09-30,공용,여성,31~40세,24
김해,2023-09-30,공용,여성,31~40세,37
부산,2023-09-30,공용,여성,31~40세,2
인천공항,2023-09-30,공용,여성,31~40세,623
제주공항,2023-09-30,공용,여성,31~40세,1
기타공항,2023-09-30,관광,여성,31~40세,1546
기타항구,2023-09-30,관광,여성,31~40세,279
김포,2023-09-30,관광,여성,31~40세,10504
김해,2023-09-30,관광,여성,31~40세,8281
부산,2023-09-30,관광,여성,31~40세,851
인천,2023-09-30,관광,여성,31~40세,340
인천공항,2023-09-30,관광,여성,31~40세,90751
제주공항,2023-09-30,관광,여성,31~40세,11431
제주항,2023-09-30,관광,여성,31~40세,369
기타공항,2023-09-30,기타,여성,31~40세,48
기타항구,2023-09-30,기타,여성,31~40세,32
김포,2023-09-30,기타,여성,31~40세,416
김해,2023-09-30,기타,여성,31~40세,357
부산,2023-09-30,기타,여성,31~40세,3
인천,2023-09-30,기타,여성,31~40세,2
인천공항,2023-09-30,기타,여성,31~40세,6048
제주공항,2023-09-30,기타,여성,31~40세,135
기타공항,2023-09-30,상용,여성,31~40세,7
기타항구,2023-09-30,상용,여성,31~40세,0
김포,2023-09-30,상용,여성,31~40세,58
김해,2023-09-30,상용,여성,31~40세,29
인천,2023-09-30,상용,여성,31~40세,1
인천공항,2023-09-30,상용,여성,31~40세,537
제주공항,2023-09-30,상용,여성,31~40세,8
기타공항,2023-09-30,유학연수,여성,31~40세,31
기타항구,2023-09-30,유학연수,여성,31~40세,6
김포,2023-09-30,유학연수,여성,31~40세,112
김해,2023-09-30,유학연수,여성,31~40세,167
인천,2023-09-30,유학연수,여성,31~40세,2
인천공항,2023-09-30,유학연수,여성,31~40세,1747
제주공항,2023-09-30,유학연수,여성,31~40세,11
기타공항,2023-09-30,공용,여성,41~50세,19
기타항구,2023-09-30,공용,여성,41~50세,1
김포,2023-09-30,공용,여성,41~50세,21
김해,2023-09-30,공용,여성,41~50세,36
부산,2023-09-30,공용,여성,41~50세,1
인천공항,2023-09-30,공용,여성,41~50세,537
기타공항,2023-09-30,관광,여성,41~50세,1255
기타항구,2023-09-30,관광,여성,41~50세,416
김포,2023-09-30,관광,여성,41~50세,6878
김해,2023-09-30,관광,여성,41~50세,6971
부산,2023-09-30,관광,여성,41~50세,1093
인천,2023-09-30,관광,여성,41~50세,459
인천공항,2023-09-30,관광,여성,41~50세,52213
제주공항,2023-09-30,관광,여성,41~50세,3690
제주항,2023-09-30,관광,여성,41~50세,283
기타공항,2023-09-30,기타,여성,41~50세,43
기타항구,2023-09-30,기타,여성,41~50세,38
김포,2023-09-30,기타,여성,41~50세,211
김해,2023-09-30,기타,여성,41~50세,207
부산,2023-09-30,기타,여성,41~50세,4
인천,2023-09-30,기타,여성,41~50세,5
인천공항,2023-09-30,기타,여성,41~50세,4036
제주공항,2023-09-30,기타,여성,41~50세,128
기타공항,2023-09-30,상용,여성,41~50세,3
김포,2023-09-30,상용,여성,41~50세,43
김해,2023-09-30,상용,여성,41~50세,28
부산,2023-09-30,상용,여성,41~50세,2
인천공항,2023-09-30,상용,여성,41~50세,333
제주공항,2023-09-30,상용,여성,41~50세,9
기타공항,2023-09-30,유학연수,여성,41~50세,4
김포,2023-09-30,유학연수,여성,41~50세,33
김해,2023-09-30,유학연수,여성,41~50세,34
인천공항,2023-09-30,유학연수,여성,41~50세,332
기타공항,2023-09-30,공용,여성,51~60세,9
김포,2023-09-30,공용,여성,51~60세,21
김해,2023-09-30,공용,여성,51~60세,22
부산,2023-09-30,공용,여성,51~60세,3
인천공항,2023-09-30,공용,여성,51~60세,364
기타공항,2023-09-30,관광,여성,51~60세,1056
기타항구,2023-09-30,관광,여성,51~60세,1327
김포,2023-09-30,관광,여성,51~60세,7162
김해,2023-09-30,관광,여성,51~60세,6994
부산,2023-09-30,관광,여성,51~60세,2191
인천,2023-09-30,관광,여성,51~60세,904
인천공항,2023-09-30,관광,여성,51~60세,47697
제주공항,2023-09-30,관광,여성,51~60세,3418
제주항,2023-09-30,관광,여성,51~60세,531
기타공항,2023-09-30,기타,여성,51~60세,79
기타항구,2023-09-30,기타,여성,51~60세,56
김포,2023-09-30,기타,여성,51~60세,248
김해,2023-09-30,기타,여성,51~60세,285
부산,2023-09-30,기타,여성,51~60세,13
인천,2023-09-30,기타,여성,51~60세,27
인천공항,2023-09-30,기타,여성,51~60세,6196
제주공항,2023-09-30,기타,여성,51~60세,44
기타공항,2023-09-30,상용,여성,51~60세,1
김포,2023-09-30,상용,여성,51~60세,16
김해,2023-09-30,상용,여성,51~60세,6
인천공항,2023-09-30,상용,여성,51~60세,147
제주공항,2023-09-30,상용,여성,51~60세,8
김포,2023-09-30,유학연수,여성,51~60세,6
김해,2023-09-30,유학연수,여성,51~60세,1
인천공항,2023-09-30,유학연수,여성,51~60세,12
기타공항,2023-09-30,공용,여성,61세이상,4
기타항구,2023-09-30,공용,여성,61세이상,1
김포,2023-09-30,공용,여성,61세이상,4
김해,2023-09-30,공용,여성,61세이상,10
부산,2023-09-30,공용,여성,61세이상,1
인천공항,2023-09-30,공용,여성,61세이상,88
기타공항,2023-09-30,관광,여성,61세이상,1004
기타항구,2023-09-30,관광,여성,61세이상,2363
김포,2023-09-30,관광,여성,61세이상,4262
김해,2023-09-30,관광,여성,61세이상,5506
부산,2023-09-30,관광,여성,61세이상,6634
인천,2023-09-30,관광,여성,61세이상,834
인천공항,2023-09-30,관광,여성,61세이상,34170
제주공항,2023-09-30,관광,여성,61세이상,2303
제주항,2023-09-30,관광,여성,61세이상,1046
기타공항,2023-09-30,기타,여성,61세이상,121
기타항구,2023-09-30,기타,여성,61세이상,53
김포,2023-09-30,기타,여성,61세이상,364
김해,2023-09-30,기타,여성,61세이상,368
부산,2023-09-30,기타,여성,61세이상,23
인천,2023-09-30,기타,여성,61세이상,20
인천공항,2023-09-30,기타,여성,61세이상,7915
제주공항,2023-09-30,기타,여성,61세이상,68
기타공항,2023-09-30,상용,여성,61세이상,1
김포,2023-09-30,상용,여성,61세이상,1
김해,2023-09-30,상용,여성,61세이상,4
부산,2023-09-30,상용,여성,61세이상,2
인천공항,2023-09-30,상용,여성,61세이상,26
제주공항,2023-09-30,상용,여성,61세이상,1
김해,2023-09-30,유학연수,여성,61세이상,0
인천공항,2023-09-30,유학연수,여성,61세이상,0
기타공항,2023-10-31,공용,남성,20세 이하,19
김포,2023-10-31,공용,남성,20세 이하,13
김해,2023-10-31,공용,남성,20세 이하,12
인천공항,2023-10-31,공용,남성,20세 이하,233
제주공항,2023-10-31,공용,남성,20세 이하,1
기타공항,2023-10-31,관광,남성,20세 이하,374
기타항구,2023-10-31,관광,남성,20세 이하,201
김포,2023-10-31,관광,남성,20세 이하,1279
김해,2023-10-31,관광,남성,20세 이하,2000
부산,2023-10-31,관광,남성,20세 이하,340
인천,2023-10-31,관광,남성,20세 이하,58
인천공항,2023-10-31,관광,남성,20세 이하,19602
제주공항,2023-10-31,관광,남성,20세 이하,1753
제주항,2023-10-31,관광,남성,20세 이하,289
기타공항,2023-10-31,기타,남성,20세 이하,5
기타항구,2023-10-31,기타,남성,20세 이하,14
김포,2023-10-31,기타,남성,20세 이하,97
김해,2023-10-31,기타,남성,20세 이하,77
부산,2023-10-31,기타,남성,20세 이하,3
인천공항,2023-10-31,기타,남성,20세 이하,1465
제주공항,2023-10-31,기타,남성,20세 이하,14
김해,2023-10-31,상용,남성,20세 이하,1
인천공항,2023-10-31,상용,남성,20세 이하,30
기타공항,2023-10-31,유학연수,남성,20세 이하,2
기타항구,2023-10-31,유학연수,남성,20세 이하,1
김포,2023-10-31,유학연수,남성,20세 이하,13
김해,2023-10-31,유학연수,남성,20세 이하,58
인천,2023-10-31,유학연수,남성,20세 이하,1
인천공항,2023-10-31,유학연수,남성,20세 이하,486
제주공항,2023-10-31,유학연수,남성,20세 이하,3
기타공항,2023-10-31,공용,남성,21~30세,4
기타항구,2023-10-31,공용,남성,21~30세,0
김포,2023-10-31,공용,남성,21~30세,8
김해,2023-10-31,공용,남성,21~30세,22
부산,2023-10-31,공용,남성,21~30세,2
인천공항,2023-10-31,공용,남성,21~30세,271
기타공항,2023-10-31,관광,남성,21~30세,650
기타항구,2023-10-31,관광,남성,21~30세,374
김포,2023-10-31,관광,남성,21~30세,4346
김해,2023-10-31,관광,남성,21~30세,5272
부산,2023-10-31,관광,남성,21~30세,746
인천,2023-10-31,관광,남성,21~30세,132
인천공항,2023-10-31,관광,남성,21~30세,53273
제주공항,2023-10-31,관광,남성,21~30세,5702
제주항,2023-10-31,관광,남성,21~30세,210
기타공항,2023-10-31,기타,남성,21~30세,65
기타항구,2023-10-31,기타,남성,21~30세,25
김포,2023-10-31,기타,남성,21~30세,279
김해,2023-10-31,기타,남성,21~30세,718
부산,2023-10-31,기타,남성,21~30세,7
인천,2023-10-31,기타,남성,21~30세,5
인천공항,2023-10-31,기타,남성,21~30세,10566
제주공항,2023-10-31,기타,남성,21~30세,47
기타공항,2023-10-31,상용,남성,21~30세,14
기타항구,2023-10-31,상용,남성,21~30세,4
김포,2023-10-31,상용,남성,21~30세,55
김해,2023-10-31,상용,남성,21~30세,77
부산,2023-10-31,상용,남성,21~30세,2
인천공항,2023-10-31,상용,남성,21~30세,1259
제주공항,2023-10-31,상용,남성,21~30세,5
기타공항,2023-10-31,유학연수,남성,21~30세,82
김포,2023-10-31,유학연수,남성,21~30세,218
김해,2023-10-31,유학연수,남성,21~30세,216
부산,2023-10-31,유학연수,남성,21~30세,12
인천,2023-10-31,유학연수,남성,21~30세,4
인천공항,2023-10-31,유학연수,남성,21~30세,3901
제주공항,2023-10-31,유학연수,남성,21~30세,23
기타공항,2023-10-31,공용,남성,31~40세,11
기타항구,2023-10-31,공용,남성,31~40세,0
김포,2023-10-31,공용,남성,31~40세,46
김해,2023-10-31,공용,남성,31~40세,58
부산,2023-10-31,공용,남성,31~40세,2
인천공항,2023-10-31,공용,남성,31~40세,838
제주공항,2023-10-31,공용,남성,31~40세,1
기타공항,2023-10-31,관광,남성,31~40세,908
기타항구,2023-10-31,관광,남성,31~40세,785
